step,kind,replaced term,action,domain,sector,traded effect,meant as,products,workplaces,services,ecology clause,climate clause,contract validity,contract conditions,truth stack score 0 to 4,truth stack priority 0 to 1,base five truth stack,truth stack decimal,compact truth stack,dimension meaning,from region,from commune,to region,to commune,activated effect,causal link,direction vector,note,causality,time,intensity,existence,potencies,effects,substance,matter,difference,determination,phenomena,angle direction
120,contribution offer,selling and labour supply,activate causal effect,water,primary reproduction,"Water effect: drinking water, cleaning, pipes, storage, source protection","secure existence for thirst, hygiene, health, farming, and fire or crisis protection","drinking water, filters, pumps, pipe parts, tanks, measuring sensors, cleaning units",water technicians; hydrologists; pipe builders; laboratory testers; emergency water crews; source protectors,"treatment, leak search, emergency distribution, quality testing, well and pipe maintenance",the water catchment must not be emptied; restoration and leak reduction are binding clauses,"drought, heavy rain, and pumping energy are counted; energy heavy solutions need renewable cover",valid,"Causality high: the effect chain is plausible and may be prioritized. Time high: emergency or fast path, short deadline, later review. Intensity high: deployment strength may rise beyond the normal share. Effects high: positive system consequence is recognized as social benefit. Difference high: real gap between need and state legitimates action. Angle direction regenerative: action fits the planetary direction. ecology clause: the water catchment must not be emptied; restoration and leak reduction are binding clauses climate clause: drought, heavy rain, and pumping energy are counted; energy heavy solutions need renewable cover",3.442129,0.860532,433424334343,232261848,C=3.52 | T=3.27 | I=3.39 | E=3.79 | P=2.31 | F=3.88 | S=3.13 | M=3.49 | D=3.70 | V=3.33 | N=4.00 | R=3.24,"strong: Phenomena 4.00, Effects 3.88, Existence 3.79; weak or to be checked: Angle direction 3.24, Substance 3.13, Potencies 2.31",Aqua North Basin,AquaNortCommune900,Aqua North Basin,AquaNortCommune900,41284888.2009,water:AquaNortCommune900→AquaNortCommune900,angle=3.237; difference=3.705; determination=3.326; validity=valid,"contribution time is directed by truth-vector priority, not wage or price",3.52,3.272368,3.393323,3.793323,2.311334,3.88,3.132871,3.491119,3.704747,3.325565,4.0,3.237109
120,contribution offer,selling and labour supply,activate causal effect,resilience,risk protection,"Resilience effect: redundancy, emergency ability, crisis protection, replacement paths","protection against shocks, climate events, supply failures, and social breaks","emergency stores, radio nets, mobile water filters, reserve power, shelters, evacuation plans",disaster protection; medical aid; grid redundancy; risk analysis; community drills; emergency logistics,"crisis planning, drills, emergency supply, redundancy building, risk monitoring, recovery coordination",resilience must not treat nature as a sacrifice reserve; natural buffers are protection infrastructure,"heat, flood, drought, and crop failure raise time and intensity and allow faster redistribution",experimental,"Causality medium: the contract contains audit and correction duty. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: resilience must not treat nature as a sacrifice reserve; natural buffers are protection infrastructure climate clause: heat, flood, drought, and crop failure raise time and intensity and allow faster redistribution",1.762649,0.440662,311124320113,158823158,C=2.52 | T=1.32 | I=0.81 | E=0.98 | P=2.38 | F=3.52 | S=3.00 | M=2.22 | D=0.00 | V=1.35 | N=0.82 | R=3.29,"strong: Effects 3.52, Angle direction 3.29, Substance 3.00; weak or to be checked: Phenomena 0.82, Intensity 0.81, Difference 0.00",Temperate Ring,TemperateCommune021,Temperate Ring,TemperateCommune021,23632354.134316,resilience:TemperateCommune021→TemperateCommune021,angle=3.288; difference=0.000; determination=1.347; validity=experimental,"contribution time is directed by truth-vector priority, not wage or price",2.52,1.317232,0.808727,0.984,2.376311,3.52,3.0,2.217276,0.0,1.346915,0.818766,3.288343
120,contribution offer,selling and labour supply,activate causal effect,repair,circular industry,"Repair effect: lifetime, reuse, spare part recovery, capacity preservation",resolution of material difference instead of new buying and throwing away,"spare parts, restored devices, repaired clothing, building parts, tool sets, recovered material","repair workshops; circular designers; sorters; maintainers; electronic, textile, and building repairers","repair, maintenance, diagnosis, refurbishment, material recovery, lifetime extension","reduces waste, raw material pressure, and toxins; toxin safety remains a condition",lowers embodied emissions and material throughput; energy heavy repair must be ecologically worthwhile,experimental,"Causality high: the effect chain is plausible and may be prioritized. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: reduces waste, raw material pressure, and toxins; toxin safety remains a condition climate clause: lowers embodied emissions and material throughput; energy heavy repair must be ecologically worthwhile",1.68438,0.421095,311133320113,158885658,C=3.28 | T=0.93 | I=0.62 | E=0.70 | P=2.62 | F=2.88 | S=3.00 | M=2.22 | D=0.00 | V=1.35 | N=0.82 | R=3.30,"strong: Angle direction 3.30, Causality 3.28, Substance 3.00; weak or to be checked: Existence 0.70, Intensity 0.62, Difference 0.00",Temperate Ring,TemperateCommune021,Temperate Ring,TemperateCommune021,23445629.492763,repair:TemperateCommune021→TemperateCommune021,angle=3.297; difference=0.000; determination=1.347; validity=experimental,"contribution time is directed by truth-vector priority, not wage or price",3.28,0.933232,0.616727,0.696,2.622737,2.88,3.0,2.217276,0.0,1.346915,0.818766,3.297061
120,contribution offer,selling and labour supply,activate causal effect,ecology,planetary regeneration,"Regeneration effect: soil, biodiversity, water balance, cooling, habitat","planetary life basis as active economic work, not a free background","restoration land, seed, wetlands, agroforestry, urban green, soil protection material",ecologists; restoration crews; forest and agroforestry keepers; waterway carers; biodiversity monitors,"soil building, rewetting, afforestation, species monitoring, waterway restoration, cooling area planning",this is direct ecological basic function; exploitation must not be booked as regeneration,"binding, cooling, water retention, and adaptation raise angle direction and effect",valid,"Causality medium: the contract contains audit and correction duty. Effects high: positive system consequence is recognized as social benefit. Angle direction regenerative: action fits the planetary direction. ecology clause: this is direct ecological basic function; exploitation must not be booked as regeneration climate clause: binding, cooling, water retention, and adaptation raise angle direction and effect",2.235348,0.558837,322224321223,170932688,C=2.76 | T=1.94 | I=1.61 | E=1.82 | P=2.03 | F=3.84 | S=3.00 | M=2.22 | D=1.03 | V=1.91 | N=1.84 | R=3.30,"strong: Effects 3.84, Angle direction 3.30, Substance 3.00; weak or to be checked: Existence 1.82, Intensity 1.61, Difference 1.03",Temperate Ring,TemperateCommune021,Temperate Ring,TemperateCommune021,31127472.464212,ecology:TemperateCommune021→TemperateCommune021,angle=3.297; difference=1.029; determination=1.913; validity=valid,"contribution time is directed by truth-vector priority, not wage or price",2.76,1.940126,1.608785,1.824058,2.032829,3.84,3.0,2.217276,1.028654,1.912674,1.837133,3.297061
120,contribution offer,selling and labour supply,activate causal effect,waste,material difference resolution,"Waste difference resolution: sorting, toxin securing, return, composting",waste is not a side product but a visible unresolved material difference,"secondary materials, compost, sorted metals, plastics, safe landfill units, repair material",sorters; recyclers; toxin testers; composters; circular logisticians; material auditors,"collection, separation, decontamination, recovery, reuse, safe final storage","toxins must stay out of soil, water, and bodies; cycle before landfill","methane, burning, transport, and avoided new production set climate effect",valid,"Causality high: the effect chain is plausible and may be prioritized. Effects high: positive system consequence is recognized as social benefit. Angle direction regenerative: action fits the planetary direction. ecology clause: toxins must stay out of soil, water, and bodies; cycle before landfill climate clause: methane, burning, transport, and avoided new production set climate effect",2.127469,0.531867,321233321223,169042063,C=3.36 | T=1.55 | I=1.38 | E=1.50 | P=2.62 | F=3.04 | S=3.00 | M=2.22 | D=0.95 | V=1.87 | N=1.76 | R=3.30,"strong: Causality 3.36, Angle direction 3.30, Effects 3.04; weak or to be checked: Existence 1.50, Intensity 1.38, Difference 0.95",Temperate Ring,TemperateCommune021,Temperate Ring,TemperateCommune021,28851199.738841,waste:TemperateCommune021→TemperateCommune021,angle=3.297; difference=0.949; determination=1.869; validity=valid,"contribution time is directed by truth-vector priority, not wage or price",3.36,1.552374,1.377171,1.504443,2.622737,3.04,3.0,2.217276,0.949205,1.868977,1.758479,3.297061
120,contribution offer,selling and labour supply,activate causal effect,water,primary reproduction,"Water effect: drinking water, cleaning, pipes, storage, source protection","secure existence for thirst, hygiene, health, farming, and fire or crisis protection","drinking water, filters, pumps, pipe parts, tanks, measuring sensors, cleaning units",water technicians; hydrologists; pipe builders; laboratory testers; emergency water crews; source protectors,"treatment, leak search, emergency distribution, quality testing, well and pipe maintenance",the water catchment must not be emptied; restoration and leak reduction are binding clauses,"drought, heavy rain, and pumping energy are counted; energy heavy solutions need renewable cover",valid,"Causality high: the effect chain is plausible and may be prioritized. Time high: emergency or fast path, short deadline, later review. Intensity high: deployment strength may rise beyond the normal share. Effects high: positive system consequence is recognized as social benefit. Difference high: real gap between need and state legitimates action. Angle direction regenerative: action fits the planetary direction. ecology clause: the water catchment must not be emptied; restoration and leak reduction are binding clauses climate clause: drought, heavy rain, and pumping energy are counted; energy heavy solutions need renewable cover",3.508631,0.877158,434434324443,234292498,C=3.52 | T=3.41 | I=3.72 | E=4.00 | P=2.56 | F=3.88 | S=3.14 | M=2.42 | D=4.00 | V=3.52 | N=4.00 | R=3.24,"strong: Existence 4.00, Difference 4.00, Phenomena 4.00; weak or to be checked: Substance 3.14, Potencies 2.56, Matter 2.42",Temperate Ring,TemperateCommune536,Temperate Ring,TemperateCommune536,21912885.17094,water:TemperateCommune536→TemperateCommune536,angle=3.245; difference=4.000; determination=3.520; validity=valid,"contribution time is directed by truth-vector priority, not wage or price",3.52,3.405232,3.719832,4.0,2.556615,3.88,3.142986,2.418881,4.0,3.519672,4.0,3.244721
120,contribution offer,selling and labour supply,activate causal effect,food,primary reproduction,"Food effect: calories, nutrients, soil fertility, seed, harvest time","bodily reproduction, health, local food security, and culturally fitting supply","grain, vegetables, pulses, fruit, seed, cooling crates, storage crates, kitchen equipment",farmers; seed keepers; food processors; common kitchens; agroecology crews,"growing plans, harvest, processing, storage, distribution, common meals, nutrition guidance","soil building, water use, biodiversity, and toxic load are binding conditions","methane, fertiliser, transport, cooling, and climate resilient cropping shape the angle direction",valid,"Causality high: the effect chain is plausible and may be prioritized. Time high: emergency or fast path, short deadline, later review. Intensity high: deployment strength may rise beyond the normal share. Effects high: positive system consequence is recognized as social benefit. Difference high: real gap between need and state legitimates action. Angle direction regenerative: action fits the planetary direction. ecology clause: soil building, water use, biodiversity, and toxic load are binding conditions climate clause: methane, fertiliser, transport, cooling, and climate resilient cropping shape the angle direction",3.442029,0.860507,334424324443,185386248,C=3.28 | T=3.33 | I=3.68 | E=3.94 | P=2.28 | F=3.76 | S=3.14 | M=2.42 | D=4.00 | V=3.52 | N=4.00 | R=3.24,"strong: Difference 4.00, Phenomena 4.00, Existence 3.94; weak or to be checked: Substance 3.14, Matter 2.42, Potencies 2.28",Temperate Ring,TemperateCommune536,Temperate Ring,TemperateCommune536,22480310.831997,food:TemperateCommune536→TemperateCommune536,angle=3.245; difference=4.000; determination=3.520; validity=valid,"contribution time is directed by truth-vector priority, not wage or price",3.28,3.325232,3.679832,3.94,2.284191,3.76,3.142986,2.418881,4.0,3.519672,4.0,3.244721
120,contribution offer,selling and labour supply,activate causal effect,energy,energy infrastructure,"Energy effect: light, heat, drive, grid stability, stored charge","condition for supply, communication, production, care, mobility, and disaster protection","electricity, heat, solar panels, wind parts, batteries, heat pumps, wires, control devices",electricians; grid planners; storage maintainers; solar and wind installers; energy cooperatives; load managers,"generation, distribution, load shifting, repair, insulation guidance, emergency power priority","mining, land use, dismantling, and recycling belong inside the contract","fossil share, efficiency, renewability, and emission effect set permission and priority",valid,"Causality high: the effect chain is plausible and may be prioritized. Intensity high: deployment strength may rise beyond the normal share. Effects high: positive system consequence is recognized as social benefit. Difference high: real gap between need and state legitimates action. Angle direction regenerative: action fits the planetary direction. ecology clause: mining, land use, dismantling, and recycling belong inside the contract climate clause: fossil share, efficiency, renewability, and emission effect set permission and priority",3.271136,0.817784,333433324343,183495598,C=3.12 | T=2.94 | I=3.36 | E=3.56 | P=2.96 | F=3.20 | S=3.14 | M=2.42 | D=3.74 | V=3.38 | N=4.00 | R=3.21,"strong: Phenomena 4.00, Difference 3.74, Existence 3.56; weak or to be checked: Potencies 2.96, Time 2.94, Matter 2.42",Temperate Ring,TemperateCommune536,Temperate Ring,TemperateCommune536,20807785.173437,energy:TemperateCommune536→TemperateCommune536,angle=3.208; difference=3.743; determination=3.379; validity=valid,"contribution time is directed by truth-vector priority, not wage or price",3.12,2.937799,3.364269,3.556438,2.961048,3.2,3.142986,2.418881,3.743482,3.378587,4.0,3.208
120,contribution offer,selling and labour supply,activate causal effect,shelter,social infrastructure,"Shelter effect: protection, room, warmth, safety, nearness to supply",stable basis of existence instead of rent or ownership as exclusion,"housing space, insulation, repair parts, sanitation, modular parts, common rooms",builders; renovators; architects; vacancy mappers; building technicians; housing mediators,"allocation by need, maintenance, conversion, accessibility, energy renovation, neighbourhood care","conversion before new building; land sealing, material cycling, and local greenery are clauses","heating energy, insulation, heat protection, and embodied emissions set the angle direction",experimental,"Causality medium: the contract contains audit and correction duty. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: conversion before new building; land sealing, material cycling, and local greenery are clauses climate clause: heating energy, insulation, heat protection, and embodied emissions set the angle direction",1.781484,0.445371,311124320113,158823158,C=2.92 | T=1.38 | I=0.81 | E=1.03 | P=2.02 | F=3.52 | S=3.14 | M=2.42 | D=0.00 | V=1.32 | N=0.81 | R=3.12,"strong: Effects 3.52, Substance 3.14, Angle direction 3.12; weak or to be checked: Phenomena 0.81, Intensity 0.81, Difference 0.00",Temperate Ring,TemperateCommune536,Temperate Ring,TemperateCommune536,11786285.174962,shelter:TemperateCommune536→TemperateCommune536,angle=3.120; difference=0.000; determination=1.320; validity=experimental,"contribution time is directed by truth-vector priority, not wage or price",2.92,1.381232,0.807832,1.032,2.021989,3.52,3.142986,2.418881,0.0,1.319672,0.807869,3.12
120,contribution offer,selling and labour supply,activate causal effect,health,care reproduction,"Healing effect: diagnosis, treatment, prevention, medicine, nursing time",bodily and mental stabilisation by urgency instead of ability to pay,"medicine, dressings, diagnostic devices, beds, rehabilitation aids, hygiene equipment",doctors; nurses; laboratories; rescue teams; therapists; prevention workers; medical technicians,"diagnosis, treatment, emergency care, prevention, therapy, rehabilitation, health education","medical waste, water and energy demand, and toxic paths must be closed","heat, new disease burdens, emergency resilience, and climate proof infrastructure enter time and intensity",experimental,"Causality high: the effect chain is plausible and may be prioritized. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: medical waste, water and energy demand, and toxic paths must be closed climate clause: heat, new disease burdens, emergency resilience, and climate proof infrastructure enter time and intensity",1.864105,0.466026,311134320113,158901283,C=3.04 | T=1.45 | I=0.84 | E=1.08 | P=2.55 | F=3.64 | S=3.14 | M=2.42 | D=0.00 | V=1.32 | N=0.81 | R=3.24,"strong: Effects 3.64, Angle direction 3.24, Substance 3.14; weak or to be checked: Intensity 0.84, Phenomena 0.81, Difference 0.00",Temperate Ring,TemperateCommune536,Temperate Ring,TemperateCommune536,12558084.578353,health:TemperateCommune536→TemperateCommune536,angle=3.245; difference=0.000; determination=1.320; validity=experimental,"contribution time is directed by truth-vector priority, not wage or price",3.04,1.445232,0.839832,1.08,2.546369,3.64,3.142986,2.418881,0.0,1.319672,0.807869,3.244721
120,contribution offer,selling and labour supply,activate causal effect,care,care reproduction,"Care effect: nursing, accompaniment, protection, time, relation, relief","maintenance of dignity, daily life, dependence safety, and social bond","care aids, wheelchairs, beds, hygiene goods, assistance devices, accessible equipment",care workers; assistants; social workers; family relief crews; dementia companions; neighbourhood teams,"basic care, accompaniment, child care, elder care, disability assistance, relief services",short routes and low material care are preferred; waste and hygiene must be safe,heat and crisis preparation for vulnerable people belong to care contracts,experimental,"Causality high: the effect chain is plausible and may be prioritized. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: short routes and low material care are preferred; waste and hygiene must be safe climate clause: heat and crisis preparation for vulnerable people belong to care contracts",1.783145,0.445786,311133320113,158885658,C=3.24 | T=1.22 | I=0.73 | E=0.91 | P=2.54 | F=3.20 | S=3.14 | M=2.42 | D=0.00 | V=1.32 | N=0.81 | R=3.24,"strong: Angle direction 3.24, Causality 3.24, Effects 3.20; weak or to be checked: Phenomena 0.81, Intensity 0.73, Difference 0.00",Temperate Ring,TemperateCommune536,Temperate Ring,TemperateCommune536,11891816.332523,care:TemperateCommune536→TemperateCommune536,angle=3.245; difference=0.000; determination=1.320; validity=experimental,"contribution time is directed by truth-vector priority, not wage or price",3.24,1.221232,0.727832,0.912,2.544932,3.2,3.142986,2.418881,0.0,1.319672,0.807869,3.244721
120,contribution offer,selling and labour supply,activate causal effect,education,knowledge reproduction,"Education effect: ability, judgment, knowledge, self direction, future potential",development of potencies instead of training only for market usefulness,"learning rooms, books, devices, workshops, open curricula, learning material, digital access",teachers; mentors; workshop leaders; education coordinators; language and inclusion workers,"lessons, adult learning, retraining, civic education, open laboratories","ecological knowledge, repair ability, and substance cycles are teaching content","climate competence, adaptation knowledge, and energy use of learning infrastructure are tracked",experimental,"Causality medium: the contract contains audit and correction duty. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction conditional: limit side effects and climate effect. ecology clause: ecological knowledge, repair ability, and substance cycles are teaching content climate clause: climate competence, adaptation knowledge, and energy use of learning infrastructure are tracked",1.583878,0.39597,311123320113,158807533,C=2.80 | T=1.00 | I=0.62 | E=0.74 | P=1.90 | F=3.00 | S=3.14 | M=2.42 | D=0.00 | V=1.32 | N=0.81 | R=2.59,"strong: Substance 3.14, Effects 3.00, Causality 2.80; weak or to be checked: Existence 0.74, Intensity 0.62, Difference 0.00",Temperate Ring,TemperateCommune536,Temperate Ring,TemperateCommune536,10531890.585029,education:TemperateCommune536→TemperateCommune536,angle=2.591; difference=0.000; determination=1.320; validity=experimental,"contribution time is directed by truth-vector priority, not wage or price",2.8,0.997232,0.615832,0.744,1.902104,3.0,3.142986,2.418881,0.0,1.319672,0.807869,2.59147
120,contribution offer,selling and labour supply,activate causal effect,mobility,logistics circulation,"Movement effect: access, transport, nearness, rescue route, goods flow",reachability of real needs instead of sold kilometres or ticket value,"bicycles, buses, trains, charging points, paths, spare parts, logistics software, rescue vehicles",drivers; route planners; bicycle and rail repairers; logistics workers; accessibility services; rescue transport,"public transport, goods movement, emergency transport, school routes, care rides, shared supply chains","land use, noise, air pollution, and habitat cuts are contract conditions","emission per movement effect, electrification, and avoidance of needless routes set direction",experimental,"Causality medium: the contract contains audit and correction duty. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction conditional: limit side effects and climate effect. ecology clause: land use, noise, air pollution, and habitat cuts are contract conditions climate clause: emission per movement effect, electrification, and avoidance of needless routes set direction",1.4892,0.3723,311122320113,158791908,C=2.64 | T=0.81 | I=0.52 | E=0.60 | P=2.08 | F=2.28 | S=3.14 | M=2.42 | D=0.00 | V=1.32 | N=0.81 | R=2.87,"strong: Substance 3.14, Angle direction 2.87, Causality 2.64; weak or to be checked: Existence 0.60, Intensity 0.52, Difference 0.00",Temperate Ring,TemperateCommune536,Temperate Ring,TemperateCommune536,9689396.54595,mobility:TemperateCommune536→TemperateCommune536,angle=2.867; difference=0.000; determination=1.320; validity=experimental,"contribution time is directed by truth-vector priority, not wage or price",2.64,0.805232,0.519832,0.6,2.082413,2.28,3.142986,2.418881,0.0,1.319672,0.807869,2.8672
120,contribution offer,selling and labour supply,activate causal effect,manufacturing,material transformation,"Making effect: tools, spare parts, machine ability, repair basis",material transformation ability without profit pressure and artificial obsolescence,"tools, spare parts, machine modules, housings, pumps, medical parts, farming tools",machine builders; makers; open workshops; quality testers; material planners; circular designers,"making, conversion, standard setting, tool lending, open production plans, quality control","new material is secondary; repairability, recycling, and non toxicity are required","energy intensity, process heat, routes, and material throughput limit release",experimental,"Causality medium: the contract contains audit and correction duty. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: new material is secondary; repairability, recycling, and non toxicity are required climate clause: energy intensity, process heat, routes, and material throughput limit release",1.71558,0.428895,311123320114,158807534,C=2.88 | T=1.06 | I=0.65 | E=0.79 | P=2.43 | F=2.96 | S=3.14 | M=2.42 | D=0.00 | V=1.32 | N=0.81 | R=3.58,"strong: Angle direction 3.58, Substance 3.14, Effects 2.96; weak or to be checked: Existence 0.79, Intensity 0.65, Difference 0.00",Temperate Ring,TemperateCommune536,Temperate Ring,TemperateCommune536,11208294.302417,manufacturing:TemperateCommune536→TemperateCommune536,angle=3.576; difference=0.000; determination=1.320; validity=experimental,"contribution time is directed by truth-vector priority, not wage or price",2.88,1.061232,0.647832,0.792,2.426339,2.96,3.142986,2.418881,0.0,1.319672,0.807869,3.576
120,contribution offer,selling and labour supply,activate causal effect,storage,resilience capacity,"Storage effect: buffer, durability, grid reserve, emergency stock, time bridge","protection against swings, shocks, and time mismatch between need and production","food stores, water tanks, batteries, heat stores, cold chains, spare part depots",storage coordinators; storage technicians; stock testers; cold chain maintainers; emergency logisticians,"storing, shelf life checking, reserve management, grid buffering, crisis priority","spoilage, coolants, storage space, and material use are substance and matter conditions",storage reduces waste but can use energy and material; both enter direction,experimental,"Causality high: the effect chain is plausible and may be prioritized. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: spoilage, coolants, storage space, and material use are substance and matter conditions climate clause: storage reduces waste but can use energy and material; both enter direction",1.686822,0.421705,311123320113,158807533,C=3.08 | T=1.03 | I=0.63 | E=0.77 | P=1.98 | F=3.08 | S=3.14 | M=2.42 | D=0.00 | V=1.32 | N=0.81 | R=3.36,"strong: Angle direction 3.36, Substance 3.14, Causality 3.08; weak or to be checked: Existence 0.77, Intensity 0.63, Difference 0.00",Temperate Ring,TemperateCommune536,Temperate Ring,TemperateCommune536,10756537.551081,storage:TemperateCommune536→TemperateCommune536,angle=3.360; difference=0.000; determination=1.320; validity=experimental,"contribution time is directed by truth-vector priority, not wage or price",3.08,1.029232,0.631832,0.768,1.98272,3.08,3.142986,2.418881,0.0,1.319672,0.807869,3.36
120,contribution offer,selling and labour supply,activate causal effect,governance,institutional coordination,"Determination effect: decision, law, conflict resolution, rights, truth correction",legitimation and error correction of the planetary economy instead of market or state automatic rule,"rules, minutes, decision registers, privacy tools, audit reports, conflict procedures",moderators; legal workers; privacy stewards; citizen councils; mediators; auditors; ombuds offices,"participation, objection procedures, truth review, resource release, conflict resolution",ecological limits are publicly watched and must not be voted away,"climate contracts need transparency, long horizons, and rights against displacement or technocracy",experimental,"Causality medium: the contract contains audit and correction duty. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: ecological limits are publicly watched and must not be voted away climate clause: climate contracts need transparency, long horizons, and rights against displacement or technocracy",1.73111,0.432778,311123320113,158807533,C=2.68 | T=1.19 | I=0.71 | E=0.89 | P=2.12 | F=3.44 | S=3.14 | M=2.42 | D=0.00 | V=1.32 | N=0.81 | R=3.24,"strong: Effects 3.44, Angle direction 3.24, Substance 3.14; weak or to be checked: Phenomena 0.81, Intensity 0.71, Difference 0.00",Temperate Ring,TemperateCommune536,Temperate Ring,TemperateCommune536,11011971.295511,governance:TemperateCommune536→TemperateCommune536,angle=3.240; difference=0.000; determination=1.320; validity=experimental,"contribution time is directed by truth-vector priority, not wage or price",2.68,1.189232,0.711832,0.888,2.118273,3.44,3.142986,2.418881,0.0,1.319672,0.807869,3.23954
120,contribution offer,selling and labour supply,activate causal effect,knowledge,knowledge reproduction,"Knowledge effect: research, open plans, diagnosis, simulation, learning curves",increase of potencies and reduction of truth error,"open plans, measurement data, models, teaching material, build guides, diagnostic protocols",researchers; data stewards; simulation workers; librarians; technology transfer workers; local learning workshops,"analysis, advice, development, documentation, knowledge transfer, error review",knowledge must reveal substance consequences and must not hide externalisation,"climate models, adaptation knowledge, and technology assessment are core content",experimental,"Causality medium: the contract contains audit and correction duty. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: knowledge must reveal substance consequences and must not hide externalisation climate clause: climate models, adaptation knowledge, and technology assessment are core content",1.715301,0.428825,311123320113,158807533,C=2.76 | T=1.09 | I=0.66 | E=0.82 | P=2.34 | F=3.28 | S=3.14 | M=2.42 | D=0.00 | V=1.32 | N=0.81 | R=3.24,"strong: Effects 3.28, Angle direction 3.24, Substance 3.14; weak or to be checked: Phenomena 0.81, Intensity 0.66, Difference 0.00",Temperate Ring,TemperateCommune536,Temperate Ring,TemperateCommune536,10919276.424963,knowledge:TemperateCommune536→TemperateCommune536,angle=3.240; difference=0.000; determination=1.320; validity=experimental,"contribution time is directed by truth-vector priority, not wage or price",2.76,1.093232,0.663832,0.816,2.344938,3.28,3.142986,2.418881,0.0,1.319672,0.807869,3.23954
120,contribution offer,selling and labour supply,activate causal effect,resilience,risk protection,"Resilience effect: redundancy, emergency ability, crisis protection, replacement paths","protection against shocks, climate events, supply failures, and social breaks","emergency stores, radio nets, mobile water filters, reserve power, shelters, evacuation plans",disaster protection; medical aid; grid redundancy; risk analysis; community drills; emergency logistics,"crisis planning, drills, emergency supply, redundancy building, risk monitoring, recovery coordination",resilience must not treat nature as a sacrifice reserve; natural buffers are protection infrastructure,"heat, flood, drought, and crop failure raise time and intensity and allow faster redistribution",experimental,"Causality medium: the contract contains audit and correction duty. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: resilience must not treat nature as a sacrifice reserve; natural buffers are protection infrastructure climate clause: heat, flood, drought, and crop failure raise time and intensity and allow faster redistribution",1.776916,0.444229,311124320113,158823158,C=2.52 | T=1.32 | I=0.78 | E=0.98 | P=2.40 | F=3.52 | S=3.14 | M=2.42 | D=0.00 | V=1.32 | N=0.81 | R=3.25,"strong: Effects 3.52, Angle direction 3.25, Substance 3.14; weak or to be checked: Phenomena 0.81, Intensity 0.78, Difference 0.00",Temperate Ring,TemperateCommune536,Temperate Ring,TemperateCommune536,11476362.913131,resilience:TemperateCommune536→TemperateCommune536,angle=3.250; difference=0.000; determination=1.320; validity=experimental,"contribution time is directed by truth-vector priority, not wage or price",2.52,1.317232,0.775832,0.984,2.403561,3.52,3.142986,2.418881,0.0,1.319672,0.807869,3.250203
