step,kind,legacy_term_replaced,action,domain,sector,trade_object,meant_as,product_examples,workplace_examples,service_examples,ecological_clause,climate_clause,contract_validity,contract_conditions,truth_stack_score_0_4,truth_stack_priority_0_1,truth_stack_base5,truth_stack_decimal,truth_stack_compact,dimension_meaning,from_region,from_commune,to_region,to_commune,activated_effect,causal_link,direction_vector,note,causality,time,intensity,existence,potencies,effects,substance,matter,difference,determination,phenomena,angle_direction
120,contribution_offer,sell/labour_supply,activate_causal_effect,water,primary_reproduction,"Wasserwirkung: Trinkwasser, Reinigung, Leitung, Speicher, Quellschutz","Existenzsicherung für Durst, Hygiene, Gesundheit, Landwirtschaft und Feuer-/Krisenschutz","Trinkwasser, Filter, Pumpen, Rohrteile, Speicher, Messsensoren, Entsalzungs-/Reinigungseinheiten",Wassertechniker:in; Hydrolog:in; Leitungsbau; Laborprüfung; Notwasserteam; Quellschutzgruppe,"Aufbereitung, Lecksuche, Notverteilung, Qualitätsmessung, Brunnen-/Leitungswartung",Wassereinzugsgebiet darf nicht leergezogen werden; Renaturierung und Leckreduktion sind Vertragsauflagen,"Dürre, Starkregen und Pumpenergie werden mitgerechnet; energieintensive Lösungen brauchen erneuerbare Deckung",gültig,"Kausalität hoch: Wirkungskette ist plausibel und darf priorisiert werden. Zeit hoch: Notfall-/Schnellpfad, kurze Frist, spätere Nachprüfung. Intensität hoch: Einsatzstärke darf über Normalanteil steigen. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Differenz hoch: reale Lücke zwischen Bedarf und Zustand legitimiert Handlung. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Wassereinzugsgebiet darf nicht leergezogen werden; Renaturierung und Leckreduktion sind Vertragsauflagen Klimabedingung: Dürre, Starkregen und Pumpenergie werden mitgerechnet; energieintensive Lösungen brauchen erneuerbare Deckung",3.442129,0.860532,433424334343,232261848,K=3.52 | Z=3.27 | I=3.39 | E=3.79 | P=2.31 | W=3.88 | S=3.13 | M=3.49 | D=3.70 | B=3.33 | Ph=4.00 | R=3.24,"stark: Phänomene 4.00, Wirkungen 3.88, Existenz 3.79; schwach/zu prüfen: Winkelrichtung 3.24, Substanz 3.13, Potenzen 2.31",Aqua-North Basin,Aqua-Nort Commune 900,Aqua-North Basin,Aqua-Nort Commune 900,41284888.2009,water:Aqua-Nort Commune 900->Aqua-Nort Commune 900,angle=3.237; difference=3.705; determination=3.326; validity=gültig,"contribution time directed by truth-vector priority, not wage/price",3.52,3.272368,3.393323,3.793323,2.311334,3.88,3.132871,3.491119,3.704747,3.325565,4.0,3.237109
120,contribution_offer,sell/labour_supply,activate_causal_effect,storage,resilience_capital,"Speicherwirkung: Puffer, Haltbarkeit, Netzreserve, Krisenlager, Zeitbrücke","Sicherung gegen Schwankungen, Schocks und zeitliche Ungleichheit von Bedarf und Produktion","Lebensmittellager, Wassertanks, Batterien, Wärmespeicher, Kühlketten, Ersatzteillager",Lagerkoordination; Speichertechnik; Vorratsprüfung; Kühlkettenwartung; Notfalllogistik,"Einlagerung, Haltbarkeitskontrolle, Reserveverwaltung, Netzpufferung, Priorisierung bei Krisen","Verderb, Kühlmittel, Lagerflächen und Materialeinsatz werden als Substanz-/Materiebedingungen geführt","Speicher senkt Verschwendung, kann aber energie-/materialintensiv sein; beides geht in die Richtung ein",experimentell,"Kausalität hoch: Wirkungskette ist plausibel und darf priorisiert werden. Zeit niedrig: planbar, keine Notfallverdrängung anderer Felder. Existenz unsicher: Betroffenenberichte und Messung nachfordern. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Bestimmung schwach: demokratische Rückkopplung/Widerspruchsrecht erforderlich. Phänomenlage schwach: Sichtbarkeit/Meldungen/Audit verbessern. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Verderb, Kühlmittel, Lagerflächen und Materialeinsatz werden als Substanz-/Materiebedingungen geführt Klimabedingung: Speicher senkt Verschwendung, kann aber energie-/materialintensiv sein; beides geht in die Richtung ein",1.812267,0.453067,311123340213,158808808,K=3.08 | Z=1.03 | I=0.51 | E=0.77 | P=2.39 | W=3.08 | S=3.10 | M=3.77 | D=0.00 | B=1.60 | Ph=0.92 | R=3.36,"stark: Materie 3.77, Winkelrichtung 3.36, Substanz 3.10; schwach/zu prüfen: Existenz 0.77, Intensität 0.51, Differenz 0.00",Mountain Water Towers,Mountain Commune 817,Mountain Water Towers,Mountain Commune 817,9811921.847124,storage:Mountain Commune 817->Mountain Commune 817,angle=3.360; difference=0.000; determination=1.601; validity=experimentell,"contribution time directed by truth-vector priority, not wage/price",3.08,1.029232,0.512,0.768,2.386797,3.08,3.104548,3.774556,0.0,1.600647,0.920259,3.36
120,contribution_offer,sell/labour_supply,activate_causal_effect,governance,institutional_coordination,"Bestimmungswirkung: Entscheidung, Recht, Konfliktlösung, Schutzrechte, Wahrheitskorrektur",Legitimation und Fehlerkorrektur der Planetenwirtschaft statt Markt-/Staatsautomatismus,"Regeln, Protokolle, Beschlussregister, Datenschutzwerkzeuge, Auditberichte, Konfliktverfahren",Moderation; Rechtsarbeit; Datenschutz; Bürgerrat; Mediator:in; Audit; Ombudsstelle,"Mitbestimmung, Widerspruchsverfahren, Wahrheitsprüfung, Ressourcenfreigabe, Konfliktlösung",Ökologische Grenzen werden demokratisch überwacht und dürfen nicht überstimmt werden,"Klimaverträge brauchen Transparenz, Langfristigkeit und Rechte gegen Verdrängung/Technokratie",experimentell,"Kausalität mittel: Vertrag enthält Audit- und Korrekturpflicht. Zeit niedrig: planbar, keine Notfallverdrängung anderer Felder. Existenz unsicher: Betroffenenberichte und Messung nachfordern. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Bestimmung schwach: demokratische Rückkopplung/Widerspruchsrecht erforderlich. Phänomenlage schwach: Sichtbarkeit/Meldungen/Audit verbessern. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Ökologische Grenzen werden demokratisch überwacht und dürfen nicht überstimmt werden Klimabedingung: Klimaverträge brauchen Transparenz, Langfristigkeit und Rechte gegen Verdrängung/Technokratie",1.911908,0.477977,311133340214,158886934,K=2.68 | Z=1.19 | I=0.59 | E=0.89 | P=2.85 | W=3.44 | S=3.10 | M=3.77 | D=0.00 | B=1.60 | Ph=0.92 | R=3.63,"stark: Materie 3.77, Winkelrichtung 3.63, Wirkungen 3.44; schwach/zu prüfen: Existenz 0.89, Intensität 0.59, Differenz 0.00",Mountain Water Towers,Mountain Commune 817,Mountain Water Towers,Mountain Commune 817,10290810.992778,governance:Mountain Commune 817->Mountain Commune 817,angle=3.633; difference=0.000; determination=1.601; validity=experimentell,"contribution time directed by truth-vector priority, not wage/price",2.68,1.189232,0.592,0.888,2.854752,3.44,3.104548,3.774556,0.0,1.600647,0.920259,3.632906
120,contribution_offer,sell/labour_supply,activate_causal_effect,knowledge,knowledge_reproduction,"Erkenntniswirkung: Forschung, offene Pläne, Diagnose, Simulation, Lernkurven",Erhöhung der Potenzen und Senkung von Wahrheitsfehlern,"Open-Source-Pläne, Messdaten, Modelle, Lehrmaterial, Bauanleitungen, Diagnoseprotokolle",Forschung; Datenpflege; Simulation; Bibliothek; Techniktransfer; lokale Lernwerkstatt,"Analyse, Beratung, Entwicklung, Dokumentation, Wissensübertragung, Fehlerauswertung",Wissen muss Stofffolgen sichtbar machen und darf Externalisierung nicht verstecken,"Klimamodelle, Anpassungswissen und Technikfolgenabschätzung sind Kerninhalte",experimentell,"Kausalität mittel: Vertrag enthält Audit- und Korrekturpflicht. Zeit niedrig: planbar, keine Notfallverdrängung anderer Felder. Existenz unsicher: Betroffenenberichte und Messung nachfordern. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Bestimmung schwach: demokratische Rückkopplung/Widerspruchsrecht erforderlich. Phänomenlage schwach: Sichtbarkeit/Meldungen/Audit verbessern. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Wissen muss Stofffolgen sichtbar machen und darf Externalisierung nicht verstecken Klimabedingung: Klimamodelle, Anpassungswissen und Technikfolgenabschätzung sind Kerninhalte",1.893397,0.473349,311133340214,158886934,K=2.76 | Z=1.09 | I=0.54 | E=0.82 | P=3.04 | W=3.28 | S=3.10 | M=3.77 | D=0.00 | B=1.60 | Ph=0.92 | R=3.63,"stark: Materie 3.77, Winkelrichtung 3.63, Wirkungen 3.28; schwach/zu prüfen: Existenz 0.82, Intensität 0.54, Differenz 0.00",Mountain Water Towers,Mountain Commune 817,Mountain Water Towers,Mountain Commune 817,10196081.247861,knowledge:Mountain Commune 817->Mountain Commune 817,angle=3.633; difference=0.000; determination=1.601; validity=experimentell,"contribution time directed by truth-vector priority, not wage/price",2.76,1.093232,0.544,0.816,3.043602,3.28,3.104548,3.774556,0.0,1.600647,0.920259,3.632906
120,contribution_offer,sell/labour_supply,activate_causal_effect,resilience,risk_protection,"Resilienzwirkung: Redundanz, Notfallfähigkeit, Krisenschutz, Ersatzwege","Schutz gegen Schocks, Klimaereignisse, Lieferausfälle und soziale Brüche","Notlager, Funknetze, mobile Wasserfilter, Reserveenergie, Schutzräume, Evakuierungspläne",Katastrophenschutz; Sanitätsdienst; Netzredundanz; Risikoanalyse; Gemeindeübungen; Notlogistik,"Krisenplanung, Übungen, Notversorgung, Redundanzaufbau, Risiko-Monitoring, Wiederaufbaukoordination",Resilienz darf Natur nicht als Opferreserve behandeln; Naturpuffer gelten selbst als Schutzinfrastruktur,"Hitze, Flut, Dürre und Ernteausfall erhöhen Zeit/Intensität und erlauben schnellere Umverteilung",experimentell,"Kausalität mittel: Vertrag enthält Audit- und Korrekturpflicht. Zeit niedrig: planbar, keine Notfallverdrängung anderer Felder. Existenz unsicher: Betroffenenberichte und Messung nachfordern. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Bestimmung schwach: demokratische Rückkopplung/Widerspruchsrecht erforderlich. Phänomenlage schwach: Sichtbarkeit/Meldungen/Audit verbessern. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Resilienz darf Natur nicht als Opferreserve behandeln; Naturpuffer gelten selbst als Schutzinfrastruktur Klimabedingung: Hitze, Flut, Dürre und Ernteausfall erhöhen Zeit/Intensität und erlauben schnellere Umverteilung",1.936104,0.484026,311134340214,158902559,K=2.52 | Z=1.32 | I=0.66 | E=0.98 | P=2.84 | W=3.52 | S=3.10 | M=3.77 | D=0.00 | B=1.60 | Ph=0.92 | R=3.64,"stark: Materie 3.77, Winkelrichtung 3.64, Wirkungen 3.52; schwach/zu prüfen: Phänomene 0.92, Intensität 0.66, Differenz 0.00",Mountain Water Towers,Mountain Commune 817,Mountain Water Towers,Mountain Commune 817,10558222.732642,resilience:Mountain Commune 817->Mountain Commune 817,angle=3.644; difference=0.000; determination=1.601; validity=experimentell,"contribution time directed by truth-vector priority, not wage/price",2.52,1.317232,0.656,0.984,2.837499,3.52,3.104548,3.774556,0.0,1.600647,0.920259,3.643569
120,contribution_offer,sell/labour_supply,activate_causal_effect,repair,circular_industry,"Reparaturwirkung: Lebensdauer, Wiederverwendung, Ersatzteilgewinn, Kapazitätserhalt",Auflösung materieller Differenz statt Neukauf und Wegwerfen,"Ersatzteile, aufgearbeitete Geräte, reparierte Kleidung, Bauteile, Werkzeugsätze, Recyclingmaterial",Reparaturwerkstatt; Kreislaufdesign; Sortierung; Instandhaltung; Elektronik-/Textil-/Bau-Reparatur,"Reparatur, Wartung, Diagnose, Refurbishment, Materialrückgewinnung, Produktverlängerung","Reduziert Abfall, Rohstoffdruck und Schadstoffe; Schadstoffsicherheit bleibt Bedingung",Senkt graue Emissionen und Materialdurchsatz; energieintensive Reparatur muss sich ökologisch lohnen,experimentell,"Kausalität hoch: Wirkungskette ist plausibel und darf priorisiert werden. Zeit niedrig: planbar, keine Notfallverdrängung anderer Felder. Existenz unsicher: Betroffenenberichte und Messung nachfordern. Bestimmung schwach: demokratische Rückkopplung/Widerspruchsrecht erforderlich. Phänomenlage schwach: Sichtbarkeit/Meldungen/Audit verbessern. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Reduziert Abfall, Rohstoffdruck und Schadstoffe; Schadstoffsicherheit bleibt Bedingung Klimabedingung: Senkt graue Emissionen und Materialdurchsatz; energieintensive Reparatur muss sich ökologisch lohnen",1.805525,0.451381,310133340213,156933808,K=3.28 | Z=0.93 | I=0.46 | E=0.70 | P=2.75 | W=2.88 | S=3.10 | M=3.77 | D=0.00 | B=1.60 | Ph=0.92 | R=3.30,"stark: Materie 3.77, Winkelrichtung 3.30, Kausalität 3.28; schwach/zu prüfen: Existenz 0.70, Intensität 0.46, Differenz 0.00",Mountain Water Towers,Mountain Commune 817,Mountain Water Towers,Mountain Commune 817,10115095.575295,repair:Mountain Commune 817->Mountain Commune 817,angle=3.297; difference=0.000; determination=1.601; validity=experimentell,"contribution time directed by truth-vector priority, not wage/price",3.28,0.933232,0.464,0.696,2.751221,2.88,3.104548,3.774556,0.0,1.600647,0.920259,3.297061
120,contribution_offer,sell/labour_supply,activate_causal_effect,ecology,planetary_regeneration,"Regenerationswirkung: Boden, Biodiversität, Wasserhaushalt, Kühlung, Lebensraum","Planetare Lebensgrundlage als aktive Wirtschaftsleistung, nicht als kostenloser Hintergrund","Renaturierungsflächen, Saatgut, Feuchtgebiete, Agroforst, Stadtgrün, Bodenschutzmaterial",Ökolog:in; Renaturierungsteam; Forst-/Agroforstpflege; Gewässerpflege; Biodiversitätsmonitoring,"Bodenaufbau, Wiedervernässung, Aufforstung, Artenmonitoring, Gewässerrenaturierung, Kühlflächenplanung",Dies ist direkt ökologische Grundfunktion; Ausbeutung darf nicht als Regeneration verbucht werden,"Bindung, Kühlung, Wasserrückhalt und Klimaanpassung erhöhen Winkelrichtung und Wirkung",gültig,"Kausalität mittel: Vertrag enthält Audit- und Korrekturpflicht. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Dies ist direkt ökologische Grundfunktion; Ausbeutung darf nicht als Regeneration verbucht werden Klimabedingung: Bindung, Kühlung, Wasserrückhalt und Klimaanpassung erhöhen Winkelrichtung und Wirkung",2.592032,0.648008,322234341223,171012063,K=2.76 | Z=2.15 | I=1.78 | E=2.15 | P=2.85 | W=3.84 | S=3.10 | M=3.77 | D=1.50 | B=2.42 | Ph=2.40 | R=3.30,"stark: Wirkungen 3.84, Materie 3.77, Winkelrichtung 3.30; schwach/zu prüfen: Zeit 2.15, Intensität 1.78, Differenz 1.50",Mountain Water Towers,Mountain Commune 817,Mountain Water Towers,Mountain Commune 817,14421486.627736,ecology:Mountain Commune 817->Mountain Commune 817,angle=3.297; difference=1.496; determination=2.423; validity=gültig,"contribution time directed by truth-vector priority, not wage/price",2.76,2.150218,1.782867,2.150867,2.848467,3.84,3.104548,3.774556,1.495525,2.423186,2.400828,3.297061
120,contribution_offer,sell/labour_supply,activate_causal_effect,waste,material_difference_resolution,"Abfalldifferenz-Auflösung: Sortierung, Schadstoffsicherung, Rückführung, Kompostierung","Müll ist kein Nebenprodukt, sondern sichtbare ungelöste Materialdifferenz","Sekundärrohstoffe, Kompost, sortierte Metalle, Kunststoffe, sichere Deponieeinheiten, Reparaturmaterial",Sortierung; Recycling; Schadstoffprüfung; Kompostierung; Kreislauflogistik; Materialaudit,"Abholung, Trennung, Dekontamination, Rückgewinnung, Wiederverwendung, sichere Endlagerung","Schadstoffe müssen aus Boden, Wasser und Körpern herausgehalten werden; Kreislauf vor Deponie","Methan, Verbrennung, Transport und vermiedene Neuproduktion bestimmen Klimawirkung",experimentell,"Kausalität hoch: Wirkungskette ist plausibel und darf priorisiert werden. Existenz unsicher: Betroffenenberichte und Messung nachfordern. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Schadstoffe müssen aus Boden, Wasser und Körpern herausgehalten werden; Kreislauf vor Deponie Klimabedingung: Methan, Verbrennung, Transport und vermiedene Neuproduktion bestimmen Klimawirkung",2.209391,0.552348,321133341223,168652688,K=3.36 | Z=1.51 | I=1.16 | E=1.44 | P=2.75 | W=3.04 | S=3.10 | M=3.77 | D=0.85 | B=2.07 | Ph=1.76 | R=3.30,"stark: Materie 3.77, Kausalität 3.36, Winkelrichtung 3.30; schwach/zu prüfen: Existenz 1.44, Intensität 1.16, Differenz 0.85",Mountain Water Towers,Mountain Commune 817,Mountain Water Towers,Mountain Commune 817,12181902.416301,waste:Mountain Commune 817->Mountain Commune 817,angle=3.297; difference=0.851; determination=2.069; validity=experimentell,"contribution time directed by truth-vector priority, not wage/price",3.36,1.50818,1.155696,1.435696,2.751221,3.04,3.104548,3.774556,0.850994,2.068694,1.762743,3.297061
120,contribution_offer,sell/labour_supply,activate_causal_effect,water,primary_reproduction,"Wasserwirkung: Trinkwasser, Reinigung, Leitung, Speicher, Quellschutz","Existenzsicherung für Durst, Hygiene, Gesundheit, Landwirtschaft und Feuer-/Krisenschutz","Trinkwasser, Filter, Pumpen, Rohrteile, Speicher, Messsensoren, Entsalzungs-/Reinigungseinheiten",Wassertechniker:in; Hydrolog:in; Leitungsbau; Laborprüfung; Notwasserteam; Quellschutzgruppe,"Aufbereitung, Lecksuche, Notverteilung, Qualitätsmessung, Brunnen-/Leitungswartung",Wassereinzugsgebiet darf nicht leergezogen werden; Renaturierung und Leckreduktion sind Vertragsauflagen,"Dürre, Starkregen und Pumpenergie werden mitgerechnet; energieintensive Lösungen brauchen erneuerbare Deckung",gültig,"Kausalität hoch: Wirkungskette ist plausibel und darf priorisiert werden. Zeit hoch: Notfall-/Schnellpfad, kurze Frist, spätere Nachprüfung. Intensität hoch: Einsatzstärke darf über Normalanteil steigen. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Differenz hoch: reale Lücke zwischen Bedarf und Zustand legitimiert Handlung. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Wassereinzugsgebiet darf nicht leergezogen werden; Renaturierung und Leckreduktion sind Vertragsauflagen Klimabedingung: Dürre, Starkregen und Pumpenergie werden mitgerechnet; energieintensive Lösungen brauchen erneuerbare Deckung",3.598691,0.899673,434434344443,234293748,K=3.52 | Z=3.41 | I=3.84 | E=4.00 | P=2.54 | W=3.88 | S=2.91 | M=3.73 | D=4.00 | B=3.64 | Ph=4.00 | R=3.27,"stark: Existenz 4.00, Differenz 4.00, Phänomene 4.00; schwach/zu prüfen: Winkelrichtung 3.27, Substanz 2.91, Potenzen 2.54",Mountain Water Towers,Mountain Commune 913,Mountain Water Towers,Mountain Commune 913,37029143.31587,water:Mountain Commune 913->Mountain Commune 913,angle=3.273; difference=4.000; determination=3.639; validity=gültig,"contribution time directed by truth-vector priority, not wage/price",3.52,3.405232,3.843857,4.0,2.543229,3.88,2.907162,3.72547,4.0,3.638782,4.0,3.273308
120,contribution_offer,sell/labour_supply,activate_causal_effect,food,primary_reproduction,"Nahrungswirkung: Kalorien, Nährstoffe, Bodenfruchtbarkeit, Saatgut, Erntezeit","Körperliche Reproduktion, Gesundheit, lokale Ernährungssicherheit und kulturell passende Versorgung","Getreide, Gemüse, Hülsenfrüchte, Obst, Saatgut, Kühl-/Lagerkisten, Kücheninfrastruktur",Landwirt:in; Saatgutpflege; Lebensmittelverarbeitung; Gemeinschaftsküche; Agrarökologie-Team,"Anbauplanung, Ernte, Verarbeitung, Lagerung, Verteilung, Gemeinschaftsverpflegung, Ernährungsberatung","Bodenaufbau, Wasserverbrauch, Biodiversität und Pestizid-/Schadstofflast sind bindende Bedingungen","Methan, Dünger, Transport, Kühlung und klimaresiliente Anbaumuster gehen in die Winkelrichtung ein",gültig,"Kausalität hoch: Wirkungskette ist plausibel und darf priorisiert werden. Zeit hoch: Notfall-/Schnellpfad, kurze Frist, spätere Nachprüfung. Intensität hoch: Einsatzstärke darf über Normalanteil steigen. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Differenz hoch: reale Lücke zwischen Bedarf und Zustand legitimiert Handlung. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Bodenaufbau, Wasserverbrauch, Biodiversität und Pestizid-/Schadstofflast sind bindende Bedingungen Klimabedingung: Methan, Dünger, Transport, Kühlung und klimaresiliente Anbaumuster gehen in die Winkelrichtung ein",3.533715,0.883429,334424344443,185387498,K=3.28 | Z=3.33 | I=3.80 | E=3.94 | P=2.29 | W=3.76 | S=2.91 | M=3.73 | D=4.00 | B=3.64 | Ph=4.00 | R=3.27,"stark: Differenz 4.00, Phänomene 4.00, Existenz 3.94; schwach/zu prüfen: Winkelrichtung 3.27, Substanz 2.91, Potenzen 2.29",Mountain Water Towers,Mountain Commune 913,Mountain Water Towers,Mountain Commune 913,37748377.766207,food:Mountain Commune 913->Mountain Commune 913,angle=3.273; difference=4.000; determination=3.639; validity=gültig,"contribution time directed by truth-vector priority, not wage/price",3.28,3.325232,3.803857,3.94,2.293568,3.76,2.907162,3.72547,4.0,3.638782,4.0,3.273308
120,contribution_offer,sell/labour_supply,activate_causal_effect,energy,infrastructure_energy,"Energiewirkung: Licht, Wärme, Antrieb, Netzstabilität, Speicherladung","Bedingung für Versorgung, Kommunikation, Produktion, Pflege, Mobilität und Katastrophenschutz","Strom, Wärme, Solarpaneele, Windkomponenten, Batterien, Wärmepumpen, Leitungen, Steuergeräte",Elektriker:in; Netzplanung; Speicherwartung; Solar-/Windmontage; Energiegenossenschaft; Lastmanagement,"Erzeugung, Verteilung, Lastverschiebung, Reparatur, Dämm-/Effizienzberatung, Notstrompriorisierung","Materialabbau, Flächenverbrauch und Rückbau/Recycling sind Teil des Vertrags","Fossilanteil, Effizienz, Erneuerbarkeit und Emissionswirkung bestimmen Zulassung und Priorität",gültig,"Kausalität hoch: Wirkungskette ist plausibel und darf priorisiert werden. Zeit hoch: Notfall-/Schnellpfad, kurze Frist, spätere Nachprüfung. Intensität hoch: Einsatzstärke darf über Normalanteil steigen. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Differenz hoch: reale Lücke zwischen Bedarf und Zustand legitimiert Handlung. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Materialabbau, Flächenverbrauch und Rückbau/Recycling sind Teil des Vertrags Klimabedingung: Fossilanteil, Effizienz, Erneuerbarkeit und Emissionswirkung bestimmen Zulassung und Priorität",3.403619,0.850905,334423344443,185371873,K=3.12 | Z=3.05 | I=3.67 | E=3.74 | P=2.36 | W=3.20 | S=2.91 | M=3.73 | D=4.00 | B=3.64 | Ph=4.00 | R=3.21,"stark: Phänomene 4.00, Differenz 4.00, Existenz 3.74; schwach/zu prüfen: Zeit 3.05, Substanz 2.91, Potenzen 2.36",Mountain Water Towers,Mountain Commune 913,Mountain Water Towers,Mountain Commune 913,35530733.115796,energy:Mountain Commune 913->Mountain Commune 913,angle=3.208; difference=4.000; determination=3.639; validity=gültig,"contribution time directed by truth-vector priority, not wage/price",3.12,3.053232,3.667857,3.736,2.361699,3.2,2.907162,3.72547,4.0,3.638782,4.0,3.208
120,contribution_offer,sell/labour_supply,activate_causal_effect,shelter,social_infrastructure,"Wohnwirkung: Schutz, Raum, Wärme, Sicherheit, Nähe zu Versorgung",Stabile Existenzgrundlage statt Miete/Eigentum als Ausschlussmechanismus,"Wohnraum, Dämmmaterial, Reparaturteile, Sanitärtechnik, modulare Bauteile, Gemeinschaftsräume",Bauhandwerk; Sanierung; Architektur; Leerstandserfassung; Haustechnik; Konfliktmoderation Wohnen,"Zuweisung nach Bedarf, Instandhaltung, Umbau, Barrierefreiheit, energetische Sanierung, Nachbarschaftspflege","Umbau vor Neubau; Bodenversiegelung, Materialkreislauf und lokale Grünwirkung sind Auflagen","Heizenergie, Dämmung, Hitzeschutz und graue Emissionen bestimmen die Winkelrichtung",experimentell,"Kausalität mittel: Vertrag enthält Audit- und Korrekturpflicht. Zeit niedrig: planbar, keine Notfallverdrängung anderer Felder. Existenz unsicher: Betroffenenberichte und Messung nachfordern. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Bestimmung schwach: demokratische Rückkopplung/Widerspruchsrecht erforderlich. Phänomenlage schwach: Sichtbarkeit/Meldungen/Audit verbessern. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Umbau vor Neubau; Bodenversiegelung, Materialkreislauf und lokale Grünwirkung sind Auflagen Klimabedingung: Heizenergie, Dämmung, Hitzeschutz und graue Emissionen bestimmen die Winkelrichtung",1.871868,0.467967,311124340113,158824408,K=2.92 | Z=1.38 | I=0.93 | E=1.03 | P=2.00 | W=3.52 | S=2.91 | M=3.73 | D=0.00 | B=1.44 | Ph=0.86 | R=3.12,"stark: Materie 3.73, Wirkungen 3.52, Winkelrichtung 3.12; schwach/zu prüfen: Intensität 0.93, Phänomene 0.86, Differenz 0.00",Mountain Water Towers,Mountain Commune 913,Mountain Water Towers,Mountain Commune 913,20170125.391079,shelter:Mountain Commune 913->Mountain Commune 913,angle=3.120; difference=0.000; determination=1.439; validity=experimentell,"contribution time directed by truth-vector priority, not wage/price",2.92,1.381232,0.931857,1.032,2.003604,3.52,2.907162,3.72547,0.0,1.438782,0.855513,3.12
120,contribution_offer,sell/labour_supply,activate_causal_effect,health,care_reproduction,"Heilungswirkung: Diagnose, Behandlung, Prävention, Medikamente, Pflegezeit",Körperliche und psychische Stabilisierung nach Dringlichkeit statt Zahlungsfähigkeit,"Medizin, Verbandstoffe, Diagnostikgeräte, Betten, Reha-Hilfen, Hygieneausstattung",Ärzt:in; Pflege; Labor; Rettung; Therapie; Prävention; Medizintechnik-Wartung,"Diagnose, Behandlung, Notfallversorgung, Prävention, Therapie, Rehabilitation, Gesundheitsbildung","Medizinabfälle, Wasser-/Energiebedarf und Schadstoffpfade müssen geschlossen werden","Hitze, neue Krankheitslast, Notfallresilienz und klimafeste Infrastruktur fließen in Zeit/Intensität ein",experimentell,"Kausalität hoch: Wirkungskette ist plausibel und darf priorisiert werden. Zeit niedrig: planbar, keine Notfallverdrängung anderer Felder. Existenz unsicher: Betroffenenberichte und Messung nachfordern. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Bestimmung schwach: demokratische Rückkopplung/Widerspruchsrecht erforderlich. Phänomenlage schwach: Sichtbarkeit/Meldungen/Audit verbessern. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Medizinabfälle, Wasser-/Energiebedarf und Schadstoffpfade müssen geschlossen werden Klimabedingung: Hitze, neue Krankheitslast, Notfallresilienz und klimafeste Infrastruktur fließen in Zeit/Intensität ein",1.920749,0.480187,311124340113,158824408,K=3.04 | Z=1.45 | I=0.96 | E=1.08 | P=2.02 | W=3.64 | S=2.91 | M=3.73 | D=0.00 | B=1.44 | Ph=0.86 | R=3.27,"stark: Materie 3.73, Wirkungen 3.64, Winkelrichtung 3.27; schwach/zu prüfen: Intensität 0.96, Phänomene 0.86, Differenz 0.00",Mountain Water Towers,Mountain Commune 913,Mountain Water Towers,Mountain Commune 913,21053437.967147,health:Mountain Commune 913->Mountain Commune 913,angle=3.273; difference=0.000; determination=1.439; validity=experimentell,"contribution time directed by truth-vector priority, not wage/price",3.04,1.445232,0.963857,1.08,2.023478,3.64,2.907162,3.72547,0.0,1.438782,0.855513,3.273308
